Orientation,Rotating_Speed_(rpm),Molecular_Weight_(g/mol),Cosolvent1,Cosolvent2,Cosolvent_Ratio,Polymer_Concentration_(wt%),MWCNT,Cloisite30B clay,BaTiO3,Graphene,Graphene Oxide,Reduced Graphene Oxide,PBO,Polyaniline,LiCl,Fluorosurfactant,CNT,Ag Nanoparticle,Nanosilica,Platinum,NaNbO3,HNT,ZnO,Nickle Chloride Hexahydrate,BiCl3,Filler1_%_(wt%),Filler2_%_(wt%),Average_Temperature,Average_Humidity_(%),Needle_Size_(mm),Distance_(cm),Voltage_(kV),Flow_rate_(ml/hr),Electric_Field_(kV/m),Diameter_(nm),XRD ?-phase_content_(%),FTIR ?-phase_content_(%),Generated_Voltage_(V),Rank,Input_force_(N),Horizontal_Deflection_(mm),Deflection_(mm),Strain_(mm/mm),frequency_(Hz),Orignal_Sample_Length_(mm),Test,Reference
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,60,0.838,15,22,0.8,146.6666667,351,0.375,0.349,0.3,1,3.32,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,60,0.838,15,22,0.8,146.6666667,351,0.375,0.349,0.35,1,3.96,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,60,0.838,15,22,0.8,146.6666667,351,0.375,0.349,0.34,1,4.8,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,N/A,N/A,60,0.838,15,22,0.8,146.6666667,236,0.432,0.409,0.2,1,0.44,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,N/A,N/A,60,0.838,15,22,0.8,146.6666667,236,0.432,0.409,0.6,1,1.36,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,N/A,N/A,60,0.838,15,22,0.8,146.6666667,236,0.432,0.409,1,1,2.32,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,N/A,N/A,60,0.838,15,22,0.8,146.6666667,236,0.432,0.409,1.2,1,3.32,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,N/A,N/A,60,0.838,15,22,0.8,146.6666667,236,0.432,0.409,1.7,1,3.96,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,N/A,N/A,60,0.838,15,22,0.8,146.6666667,236,0.432,0.409,1.1,1,4.8,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,N/A,N/A,60,0.838,15,22,0.8,146.6666667,227,0.787,0.754,0.1,1,0.44,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,N/A,N/A,60,0.838,15,22,0.8,146.6666667,227,0.787,0.754,0.3,1,1.36,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,N/A,N/A,60,0.838,15,22,0.8,146.6666667,227,0.787,0.754,0.45,1,2.32,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,N/A,N/A,60,0.838,15,22,0.8,146.6666667,227,0.787,0.754,0.6,1,3.32,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,N/A,N/A,60,0.838,15,22,0.8,146.6666667,227,0.787,0.754,0.9,1,3.96,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,N/A,N/A,60,0.838,15,22,0.8,146.6666667,227,0.787,0.754,0.7,1,4.8,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,0.25,1,0.44,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,0.9,1,1.36,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,2.5,2,2.32,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,4.2,2,3.32,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,3.4,2,3.96,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,1.4,1,4.8,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,3,2,0.055465449,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,3.4,2,0.07843999,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,4.1,2,0.096068975,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,3.5,2,0.110930897,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,5.1,3,0.110930897,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,7.2,3,0.15687998,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,7,3,0.19213795,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,5.7,3,0.221861795,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,5.5,3,0.150549075,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,3.8,2,0.212908544,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,3.4,2,0.260758647,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
1,1500,575000,DMF,Acetone,17/3,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.013,N/A,60,0.838,15,22,0.8,146.6666667,205,0.841,0.839,3.1,2,0.30109815,N/A,N/A,N/A,N/A,20,Impact/Compression,"Durable, Efficient, and Flexible Piezoelectric Nanogenerator from Electrospun PANi/HNT/PVDF Blend Nanocomposite"
0,180,534000,DMF,Acetone,3/2,0.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0000133,0.016,RT,N/A,0.413,20,20,0.3,100,65,N/A,0.936,8,3,0.232906367,N/A,N/A,N/A,N/A,30,Impact/Compression,"Investigation of b Phase Formation in Piezoelectric Responseof Electrospun Polyvinylidene Fluoride Nanofibers LiClAdditive and Increasing Fibers Tension
by the energy approach method: determining
piezoelectric constant"
0,180,534000,DMF,Acetone,3/2,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RT,N/A,0.413,20,20,0.3,100,340,N/A,0.84,1.89,2,0.232906367,N/A,N/A,N/A,N/A,30,Impact/Compression,"Investigation of b Phase Formation in Piezoelectric Responseof Electrospun Polyvinylidene Fluoride Nanofibers LiClAdditive and Increasing Fibers Tension
by the energy approach method: determining
piezoelectric constant"
0,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,155,N/A,0.79,0.025,1,200,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
0,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,155,N/A,0.79,0.0625,1,230,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
0,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,155,N/A,0.79,0.1,1,260,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
0,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,155,N/A,0.79,0.15,1,290,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
0,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,155,N/A,0.79,0.175,1,320,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
0,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,155,N/A,0.79,0.225,1,350,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,118,N/A,0.88,0.1,1,200,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,118,N/A,0.88,0.16,1,230,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,118,N/A,0.88,0.23,1,260,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,118,N/A,0.88,0.3,1,290,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,118,N/A,0.88,0.34,1,320,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,118,N/A,0.88,0.4,1,350,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,116,N/A,0.89,0.11,1,200,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,116,N/A,0.89,0.19,1,230,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,116,N/A,0.89,0.25,1,260,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,116,N/A,0.89,0.32,1,290,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,116,N/A,0.89,0.38,1,320,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,N/A,263000,DMF,Acetone,3/2,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002,0,N/A,N/A,0.108,N/A,N/A,N/A,N/A,116,N/A,0.89,0.45,1,350,N/A,N/A,N/A,0.5,40,Impact/Compression,"Piezoelectric Response of Aligned Electrospun
Polyvinylidene Fluoride/Carbon Nanotube
Nanofibrous Membranes"
1,2000,270000,N/A,N/A,N/A,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.2,0.838,14,13,0.5,92.85714286,125,N/A,0.5162,14.3,4,12.75,N/A,N/A,N/A,N/A,N/A,Impact/Compression,"Investigation of the Effect of Nanosilica on Rheological, Thermal, Mechanical, Structural, and Piezoelectric Properties of Poly(vinylidene fluoride) Nanofibers Fabricated Using an Electrospinning Technique"
1,2000,270000,N/A,N/A,N/A,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.005,0,24,0.2,0.838,14,13,0.5,92.85714286,225,N/A,0.8399,24.6,4,13.9,N/A,N/A,N/A,N/A,N/A,Impact/Compression,"Investigation of the Effect of Nanosilica on Rheological, Thermal, Mechanical, Structural, and Piezoelectric Properties of Poly(vinylidene fluoride) Nanofibers Fabricated Using an Electrospinning Technique"
1,2000,270000,N/A,N/A,N/A,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01,0,24,0.2,0.838,14,13,0.5,92.85714286,275,N/A,0.7094,20.1,4,12.75,N/A,N/A,N/A,N/A,N/A,Impact/Compression,"Investigation of the Effect of Nanosilica on Rheological, Thermal, Mechanical, Structural, and Piezoelectric Properties of Poly(vinylidene fluoride) Nanofibers Fabricated Using an Electrospinning Technique"
1,2000,270000,N/A,N/A,N/A,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02,0,24,0.2,0.838,14,13,0.5,92.85714286,350,N/A,0.6223,16.8,4,11.2,N/A,N/A,N/A,N/A,N/A,Impact/Compression,"Investigation of the Effect of Nanosilica on Rheological, Thermal, Mechanical, Structural, and Piezoelectric Properties of Poly(vinylidene fluoride) Nanofibers Fabricated Using an Electrospinning Technique"
1,1800,275000,DMAc,Acetone,3/2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RT,0.25,0.8,N/A,N/A,0.9,120,115,56,N/A,0.35,1,1.6,N/A,N/A,N/A,N/A,N/A,Impact/Compression,Self-Powered Human-Health Monitoring through Aligned PVDF Nanofibers Interfaced Skin-Interactive Piezoelectric Sensor
1,1800,275000,DMAc,Acetone,3/2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RT,0.25,0.8,N/A,N/A,0.9,120,115,56,N/A,0.45,1,2,N/A,N/A,N/A,N/A,N/A,Impact/Compression,Self-Powered Human-Health Monitoring through Aligned PVDF Nanofibers Interfaced Skin-Interactive Piezoelectric Sensor
1,1800,275000,DMAc,Acetone,3/2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RT,0.25,0.8,N/A,N/A,0.9,120,115,56,N/A,0.6,1,2.4,N/A,N/A,N/A,N/A,N/A,Impact/Compression,Self-Powered Human-Health Monitoring through Aligned PVDF Nanofibers Interfaced Skin-Interactive Piezoelectric Sensor
1,2000,275000,DMF,Acetone,2/1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015,0,N/A,N/A,0.413,N/A,N/A,1.2,150,600,N/A,0.959,0.2,1,2,N/A,N/A,N/A,5,N/A,Impact/Compression,Synergistically enhanced piezoelectric output in highly aligned 1D polymer nanofibers integrated all-fiber nanogenerator for wearable nano-tactile sensor
1,2000,275000,DMF,Acetone,2/1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015,0,N/A,N/A,0.413,N/A,N/A,1.2,150,600,N/A,0.959,0.3,1,5,N/A,N/A,N/A,5,N/A,Impact/Compression,Synergistically enhanced piezoelectric output in highly aligned 1D polymer nanofibers integrated all-fiber nanogenerator for wearable nano-tactile sensor
1,2000,275000,DMF,Acetone,2/1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015,0,N/A,N/A,0.413,N/A,N/A,1.2,150,600,N/A,0.959,0.4,1,8,N/A,N/A,N/A,5,N/A,Impact/Compression,Synergistically enhanced piezoelectric output in highly aligned 1D polymer nanofibers integrated all-fiber nanogenerator for wearable nano-tactile sensor
1,2000,275000,DMF,Acetone,2/1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015,0,N/A,N/A,0.413,N/A,N/A,1.2,150,600,N/A,0.959,2.5,2,10,N/A,N/A,N/A,5,N/A,Impact/Compression,Synergistically enhanced piezoelectric output in highly aligned 1D polymer nanofibers integrated all-fiber nanogenerator for wearable nano-tactile sensor
1,2000,275000,DMF,Acetone,2/1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015,0,N/A,N/A,0.413,N/A,N/A,1.2,150,600,N/A,0.959,5,3,15,N/A,N/A,N/A,5,N/A,Impact/Compression,Synergistically enhanced piezoelectric output in highly aligned 1D polymer nanofibers integrated all-fiber nanogenerator for wearable nano-tactile sensor
1,2000,275000,DMF,Acetone,2/1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015,0,N/A,N/A,0.413,N/A,N/A,1.2,150,600,N/A,0.959,7.5,3,20,N/A,N/A,N/A,5,N/A,Impact/Compression,Synergistically enhanced piezoelectric output in highly aligned 1D polymer nanofibers integrated all-fiber nanogenerator for wearable nano-tactile sensor
